2017-04-30 11:50:38.006071,outside temp cold,15.88
2017-04-30 11:50:38.868527,inside temp #1,18.937
2017-04-30 11:50:41.924184,outside temp cold,15.88
2017-04-30 11:50:42.778663,inside temp #1,18.937
2017-04-30 11:50:45.834366,outside temp cold,15.88
2017-04-30 11:50:46.688532,inside temp #1,18.937
2017-04-30 11:50:49.744312,outside temp cold,15.88
2017-04-30 11:50:50.598716,inside temp #1,18.937
2017-04-30 11:50:53.654254,outside temp cold,15.88
2017-04-30 11:50:54.508441,inside temp #1,18.937
2017-04-30 11:50:57.565039,outside temp cold,15.88
2017-04-30 11:50:58.429450,inside temp #1,18.937
2017-04-30 11:51:01.484430,outside temp cold,15.88
2017-04-30 11:51:02.338543,inside temp #1,18.937
2017-04-30 11:51:05.393276,outside temp cold,15.88
2017-04-30 11:51:06.248606,inside temp #1,18.937
2017-04-30 11:51:09.307187,outside temp cold,15.88
2017-04-30 11:51:10.248396,inside temp #1,18.937
2017-04-30 11:51:13.305451,outside temp cold,15.88
2017-04-30 11:51:14.169430,inside temp #1,18.937
2017-04-30 11:51:17.224591,outside temp cold,15.88
2017-04-30 11:51:18.077488,inside temp #1,18.937
2017-04-30 11:51:21.133343,outside temp cold,15.88
2017-04-30 11:51:21.989396,inside temp #1,18.937
2017-04-30 11:51:25.045131,outside temp cold,15.88
2017-04-30 11:51:25.910158,inside temp #1,18.937
2017-04-30 11:51:28.965476,outside temp cold,15.88
2017-04-30 11:51:29.830219,inside temp #1,18.937
2017-04-30 11:51:32.886067,outside temp cold,15.88
2017-04-30 11:51:33.749905,inside temp #1,18.937
2017-04-30 11:51:36.805530,outside temp cold,15.88
2017-04-30 11:51:37.670095,inside temp #1,18.937
2017-04-30 11:51:40.726962,outside temp cold,15.88
2017-04-30 11:51:41.589746,inside temp #1,18.937
2017-04-30 11:51:44.646087,outside temp cold,15.88
2017-04-30 11:51:45.510378,inside temp #1,18.937
2017-04-30 11:51:48.567189,outside temp cold,15.88
2017-04-30 11:51:49.431361,inside temp #1,18.875
2017-04-30 11:51:52.488762,outside temp cold,15.88
2017-04-30 11:51:53.334546,inside temp #1,18.875
2017-04-30 11:51:56.389817,outside temp cold,15.88
2017-04-30 11:51:57.251175,inside temp #1,18.875
2017-04-30 11:52:00.312287,outside temp cold,15.88
2017-04-30 11:52:01.170565,inside temp #1,18.875
2017-04-30 11:52:04.229138,outside temp cold,15.88
2017-04-30 11:52:05.089949,inside temp #1,18.875
2017-04-30 11:52:08.147224,outside temp cold,15.94
